fullVisitorId,PredictedLogRevenue
0000436683523507380,0.002977896
0000677695778949032,0.002977896
0001059349366430257,0.002977896
0001399220722808057,0.002977896
0001527863526384268,0.002977896
0002457163364254438,0.002977896
0005094333993051683,0.002977896
0005161507453446864,0.002977896
0005218289010224492,0.002977896
0006382859119186989,0.002977896
0007064334010477831,0.002977896
0009646097795253665,0.002977896
0010861457198600835,0.002977896
0011289353990111432,0.002977896
0011906319625260366,0.002977896
0011908897593458460,0.002977896
0013962035903095837,0.002977896
0014924852167142664,0.002977896
0015547161740087073,0.002977896
001617039706815427,0.002977896
0017260116665815114,0.002977896
0017283111661283752,0.002977896
0017727627218868265,0.002977896
001829302772466159,0.002977896
0018412806001440740,0.002977896
0018822472571637380,0.002977896
0020154188200921440,0.002977896
0020686190732255095,0.002977896
0022068788197867815,0.002977896
002266727249400309,0.002977896
0023512853245351633,0.002977896
002495070057943924,0.002977896
0025693546458698359,0.002977896
0026329820781202527,0.002977896
0030469228153670725,0.002977896
003458418161244916,0.002977896
0034638026470845546,0.002977896
003466896737707988,0.002977896
0036720569910408280,0.002977896
0038365018399786990,0.002977896
0038969729091303617,0.002977896
0039896139559220528,0.002977896
0041601381047281240,0.002977896
0041760632007814288,0.002977896
0042244433222040221,0.002977896
0043113746367741073,0.002977896
0044956696565207397,0.002977896
0045999868941753750,0.002977896
0046188572569359609,0.002977896
0046667015876504204,0.002977896
0047078955120420928,0.002977896
0047925978219720677,0.002977896
0048377555601512568,0.002977896
0049160731856581232,0.002977896
0049507659430304750,0.002977896
0049869939943285880,0.002977896
0049903813740417982,0.002977896
0052895148519578802,0.002977896
0053762848505153762,0.002977896
0053831718959233905,0.002977896
0053930652502835414,0.002977896
0055471998278433199,0.002977896
005642431504006310,0.002977896
0056923081268590470,0.002977896
0059596684385882717,0.002977896
0061362139355340995,0.002977896
006364484850617299,0.002977896
0064416111074130998,0.002977896
0065228304105281070,0.002977896
0065685017282287514,0.002977896
0067538191494243340,0.002977896
0068324791130820922,0.002977896
006978015343272309,0.002977896
0069970749555034034,0.002977896
0070173071350730863,0.002977896
007044482384606354,0.002977896
0070655829283304964,0.002977896
007321944065479730,0.002977896
0073247508235733739,0.002977896
0076219982372885289,0.002977896
0077602958969560259,0.002977896
0077648531581348199,0.002977896
007804749877143154,0.002977896
0078928024052338968,0.002977896
0079581944437267788,0.002977896
0079729045791478122,0.002977896
0080033115214647173,0.002977896
008015645081636821,0.002977896
0082144539267031071,0.002977896
0084834161383601528,0.002977896
0085076042671539152,0.002977896
0086222731716567761,0.002977896
0086312532648286223,0.002977896
0088365805242469356,0.002977896
0088930271414436924,0.002977896
0091134967797621305,0.002977896
0091949253479048445,0.002977896
0093520966306262076,0.002977896
0094006060571623591,0.002977896
009433280857284263,0.002977896
0096146917843654919,0.002977896
0096656883203053834,0.002977896
009832124840596654,0.002977896
010061411383677851,0.002977896
0101069791400059295,0.002977896
0101246539776970727,0.002977896
0101638796718748125,0.002977896
0102527091741838919,0.002977896
0102865159102959533,0.002977896
0104551224046005185,0.002977896
0109294338318857062,0.002977896
010992539402363462,0.002977896
0113597090690040887,0.002977896
0114821290848141884,0.002977896
0115228137682038865,0.002977896
0115940065332308119,0.002977896
0116670737056947886,0.002977896
011698808152427309,0.002977896
0118079104077244743,0.002977896
0118101785874497785,0.002977896
0119886199880491498,0.002977896
0121642317194462353,0.002977896
012272414340843414,0.002977896
0123185021509094299,0.002977896
012323092710471113,0.002977896
0123443614548022412,0.002977896
0126612099954375841,0.002977896
0126866693886274938,0.002977896
0127676310946018566,0.002977896
0128830210468179660,0.002977896
0128878287569797520,0.002977896
0129431257283813068,0.002977896
0130721289853143862,0.002977896
0133524970457569733,0.002977896
0135070804227709485,0.002977896
0135334758888115932,0.002977896
0136291773311815224,0.002977896
0136570880626144528,0.002977896
0138915275180758903,0.002977896
0140369314715646382,0.002977896
0141740778283067484,0.002977896
014500031913190092,0.002977896
0148080181671601847,0.002977896
0148183938862504305,0.002977896
0149323879525316141,0.002977896
0149723143600008756,0.002977896
0150366012047012513,0.002977896
0150807240096228996,0.002977896
0152038891710933748,0.002977896
0152184956975445814,0.002977896
0153048440440251394,0.002977896
0153455984780093379,0.002977896
0153691340970869773,0.002977896
0154018981084669089,0.002977896
0158674618686560126,0.002977896
0159403393710636408,0.002977896
0161869900501423943,0.002977896
0163500828190375916,0.002977896
016555557278525181,0.002977896
0165789054823431879,0.002977896
0167247604162700002,0.002977896
0167334703029063240,0.002977896
0167450642284931821,0.002977896
016787854108283646,0.002977896
0169854884741652554,0.002977896
0174264961425188690,0.002977896
0175533776116508476,0.002977896
017668410334178179,0.002977896
0178399261244895086,0.002977896
0179057245407285396,0.002977896
0180115968497743491,0.002977896
0182995791517261311,0.002977896
0183720521037778921,0.002977896
0187975600071346667,0.002977896
0189804648953490845,0.002977896
0192294075643751635,0.002977896
0192728507884369211,0.002977896
0196863072768685901,0.002977896
0197034527223603538,0.002977896
0198237214551336048,0.002977896
0198306054741504338,0.002977896
0199365628460324549,0.002977896
0201261382379593746,0.002977896
0201469770107862966,0.002977896
020303520928135684,0.002977896
0204013921145793669,0.002977896
0206547353290723696,0.002977896
0206585718475111777,0.002977896
0211313042927184762,0.002977896
021142533773527223,0.002977896
0214303803978393630,0.002977896
0215153431202476289,0.002977896
0217143589487441611,0.002977896
021749390785413042,0.002977896
0217618817108769144,0.002977896
0218652530482525368,0.002977896
0219967340596490780,0.002977896
0222238570703611821,0.002977896
0223838263191498512,0.002977896
0227223667732638007,0.002977896
0228136717057254790,0.002977896
0228192382483298950,0.002977896
0231872061334344536,0.002977896
0232377434237234751,0.002977896
0232439683567376559,0.002977896
0232748620721209051,0.002977896
0233933843766282204,0.002977896
0236160742740831906,0.002977896
0236347836420256054,0.002977896
0236586761888822057,0.002977896
0237543731549538981,0.002977896
0237947286999736792,0.002977896
0240776453322054523,0.002977896
024195489319513800,0.002977896
0242902989156573870,0.002977896
0244398352536350292,0.002977896
0244837033061680402,0.002977896
0245791903464784717,0.002977896
0246570026814991783,0.002977896
0248074066044093396,0.002977896
0248181120626394636,0.002977896
0249066378218834479,0.002977896
0249659095832018179,0.002977896
0249850110461819764,0.002977896
0249961978785371498,0.002977896
0250127272412716029,0.002977896
025048695599932339,0.002977896
0252627288822120077,0.002977896
0255282465269917452,0.002977896
025609887963775407,0.002977896
0259322165462403888,0.002977896
0260504362491930046,0.002977896
0260913294970841298,0.002977896
026439093553875659,0.002977896
0268072108938874997,0.002977896
0268380851440359241,0.002977896
0273273778759886230,0.002977896
0274519816054977547,0.002977896
0279751021357112249,0.002977896
0281220812450092352,0.002977896
0281952976428623195,0.002977896
0282906066968996978,0.002977896
0287505466547576258,0.002977896
0288235863165593390,0.002977896
0288354247390050924,0.002977896
0289420041446781196,0.002977896
0291013392516540394,0.002977896
0291016286559988517,0.002977896
0292100651108462096,0.002977896
0292258703695804780,0.002977896
0293721450349703651,0.002977896
0294805439581144232,0.002977896
0295165298022333595,0.002977896
0295994638899489506,0.002977896
0296242491102439151,0.002977896
0297882596384151934,0.002977896
0298474652780852718,0.002977896
0300061101384051924,0.002977896
0304777592327535447,0.002977896
0309690570109382383,0.002977896
0310961107976398570,0.002977896
0310969617406383067,0.002977896
0311216211426351772,0.002977896
0311302668930821066,0.002977896
0312155752968377290,0.002977896
0316551141507976974,0.002977896
031738008252656147,0.002977896
0318466331106572579,0.002977896
0318766612540850138,0.002977896
031891671746503510,0.002977896
0319133812272459625,0.002977896
0322227218103743054,0.002977896
0323192978053718888,0.002977896
0325203125467421830,0.002977896
0325603344024183291,0.002977896
0326671467950015369,0.002977896
0327539016176180668,0.002977896
0328145889151838601,0.002977896
0328319677090252744,0.002977896
0329044554900803813,0.002977896
0332421242624274248,0.002977896
0333959964918326328,0.002977896
0334080076102510323,0.002977896
0334316500360491288,0.002977896
033436107156038016,0.002977896
0334548441699268560,0.002977896
0338432137865797860,0.002977896
0339209917115208848,0.002977896
0341019180182984296,0.002977896
0341705357076273157,0.002977896
0344757550141323716,0.002977896
0344842538233543056,0.002977896
0346014064238605825,0.002977896
0347464713468222485,0.002977896
034879850858322847,0.002977896
0350886029850169136,0.002977896
0351949473159448870,0.002977896
0352463314086530957,0.002977896
0354983683255758294,0.002977896
0356145696049465427,0.002977896
0357589322830537342,0.002977896
0357806439206578298,0.002977896
0359511424959876209,0.002977896
0359672857490097251,0.002977896
0362793793128046662,0.002977896
0363134569444706133,0.002977896
0364603778081086546,0.002977896
0365566672811954105,0.002977896
0366571746180113452,0.002977896
0366995018749053135,0.002977896
0367741977747425021,0.002977896
0369237050188745172,0.002977896
0369394544118460114,0.002977896
0369754452094779516,0.002977896
0371326834937700581,0.002977896
03717831825503026,0.002977896
0374154350856664296,0.002977896
0374304147013757552,0.002977896
0375213579856136819,0.002977896
0375962687766031488,0.002977896
0376394056092189113,0.002977896
0376562994200094559,0.002977896
0377503046681290528,0.002977896
0377506370870345639,0.002977896
0378072548930007649,0.002977896
0379084633287489885,0.002977896
0380400926405016940,0.002977896
0380908004224647075,0.002977896
0383151908474489494,0.002977896
0383720805068353016,0.002977896
0386302943968045814,0.002977896
0387111322702048916,0.002977896
0387717762376219851,0.002977896
0388649885332369680,0.002977896
0389488682405584834,0.002977896
039288631951525007,0.002977896
0394415587007795918,0.002977896
0394685600472849886,0.002977896
0395097717072304805,0.002977896
039608922320648255,0.002977896
0396120552541634492,0.002977896
0396459548174527374,0.002977896
0396718069117936487,0.002977896
0396844280001262222,0.002977896
0397339129799822389,0.002977896
0397928745871312941,0.002977896
0400995264176685810,0.002977896
0401943023949713876,0.002977896
0402242051068084383,0.002977896
0403141739306600606,0.002977896
0403913458018311875,0.002977896
0405643549587039082,0.002977896
0405996727678488611,0.002977896
0408814753126375048,0.002977896
0409840722732079146,0.002977896
0410680291300052199,0.002977896
041082657246649656,0.002977896
0410875661760125158,0.002977896
0412660358967056963,0.002977896
0413751164059649627,0.002977896
041813995963858346,0.002977896
0418417807195878754,0.002977896
0420182479421445709,0.002977896
0422008406262396330,0.002977896
0431382568334410417,0.002977896
0433644220511040515,0.002977896
0435118365995990671,0.002977896
0437089210952836698,0.002977896
0437092863057064127,0.002977896
0438358432566621997,0.002977896
0440237923288341485,0.002977896
0441027405560386057,0.002977896
0442058195517551208,0.002977896
0442254005019195232,0.002977896
0442443837795390416,0.002977896
044260799208641719,0.002977896
0443314419669922570,0.002977896
0446609762457761752,0.002977896
0448411388534681270,0.002977896
0448502583404248882,0.002977896
0449370615344483417,0.002977896
0451832088712814984,0.002977896
0451982031253448088,0.002977896
0453822788708003784,0.002977896
0453865474396868430,0.002977896
0454882923684521500,0.002977896
0456186445289766459,0.002977896
0456807427403774085,0.002977896
0457247874708543011,0.002977896
0458701835439026660,0.002977896
0461128527183709525,0.002977896
0461226362137454102,0.002977896
0461651949065589154,0.002977896
0461968633221768384,0.002977896
0462892284045541466,0.002977896
0464364196228560484,0.002977896
0465880026411750266,0.002977896
0466592816821758093,0.002977896
0468885122926227782,0.002977896
047463234879532977,0.002977896
0474815491483983563,0.002977896
0475255213121997443,0.002977896
0475482450692357492,0.002977896
0476662973190400707,0.002977896
04787132917870383,0.002977896
0482426092828914711,0.002977896
048266287985697828,0.002977896
0485153018809666052,0.002977896
0490379034417379077,0.002977896
0493527325331035002,0.002977896
0493910848610074995,0.002977896
0494282172093865457,0.002977896
0494561071138206414,0.002977896
0494635099736253321,0.002977896
0494929172730732995,0.002977896
0496231255525014468,0.002977896
0496578757391920977,0.002977896
050061749069010382,0.002977896
0503868474367071771,0.002977896
0509972280802528263,0.002977896
0510721883310417315,0.002977896
0512280477946394429,0.002977896
0512749180919748758,0.002977896
0513199296360694707,0.002977896
0514591268737702944,0.002977896
0514870093467664811,0.002977896
051560974062876364,0.002977896
0519599631036625667,0.002977896
0520065931051797522,0.002977896
052095283231930371,0.002977896
0521519538515285207,0.002977896
0522437575559607627,0.002977896
0523307606783458079,0.002977896
0525078927440829946,0.002977896
0525608780111333520,0.002977896
052836844128885284,0.002977896
0528975585129904783,0.002977896
0529306891038859130,0.002977896
0531959817987431906,0.002977896
0533462479025888957,0.002977896
0533783783369460671,0.002977896
0534368822286438607,0.002977896
0535638242555714235,0.002977896
0536272902376343894,0.002977896
0541018084972332549,0.002977896
0542206276475627330,0.002977896
0546849569429509259,0.002977896
0547192710715639889,0.002977896
0547997282728095669,0.002977896
0551028300396393478,0.002977896
0552253924418360792,0.002977896
0554657701286789547,0.002977896
0555314798853136009,0.002977896
0555790844446941439,0.002977896
0555946840760665164,0.002977896
055786142649111084,0.002977896
0559171749393738390,0.002977896
0559271432481987648,0.002977896
0560278389700464572,0.002977896
0561542248934209631,0.002977896
0562269077153550933,0.002977896
056264675138799751,0.002977896
0567258049821128407,0.002977896
057057667489037718,0.002977896
0571904776429131122,0.002977896
0572366233813700073,0.002977896
0572775843076084408,0.002977896
0573048044617265241,0.002977896
0573427169410921198,0.002977896
0576513630486025714,0.002977896
0576972572731385247,0.002977896
0577438472880113898,0.002977896
0578967274590680856,0.002977896
0579308821705392125,0.002977896
0582114981950119609,0.002977896
0583933589949309893,0.002977896
058796323689981598,0.002977896
0588549861151008393,0.002977896
0589747558195512143,0.002977896
0590260046317346698,0.002977896
0591256628846063238,0.002977896
0591787599993369931,0.002977896
0593428115323764340,0.002977896
0594711012733962369,0.002977896
0596186765082608414,0.002977896
059727681939994180,0.002977896
0597373192494646431,0.002977896
0598935903054634800,0.002977896
0599917515908848884,0.002977896
0600263123775287046,0.002977896
0601535737269666354,0.002977896
0602853916594681214,0.002977896
0603507101721972238,0.002977896
0604314853571328266,0.002977896
0604540522198069468,0.002977896
0608104934716206203,0.002977896
0608915197735218105,0.002977896
0608995341417674633,0.002977896
0611561045307562255,0.002977896
0611577094159946834,0.002977896
0613516561324375610,0.002977896
061353210945565887,0.002977896
0613722144603498652,0.002977896
0613752642084893779,0.002977896
0614324104402254023,0.002977896
06149216354611662,0.002977896
0615794439100789552,0.002977896
0616130051399571447,0.002977896
0617337391188205269,0.002977896
0618507818991542044,0.002977896
0622765889235996627,0.002977896
0622834536405614891,0.002977896
0623747723126770489,0.002977896
0627709111609982308,0.002977896
062857249759193162,0.002977896
0630336376875886317,0.002977896
0632178725495815548,0.002977896
0633418701898592793,0.002977896
0633708245916976983,0.002977896
0637708003731650366,0.002977896
0638855227568772428,0.002977896
0640044954911797249,0.002977896
0642284964248529348,0.002977896
0643050255554578602,0.002977896
0644865449588982634,0.002977896
0647701940544723891,0.002977896
0649722647930379419,0.002977896
0650611406008362162,0.002977896
0651837921411134253,0.002977896
0653775095194270516,0.002977896
0653855261936813301,0.002977896
0654531757091311609,0.002977896
0655615283253931452,0.002977896
065730380158281078,0.002977896
0662931673462260601,0.002977896
0663542257751633896,0.002977896
0666184031124761361,0.002977896
0669236885256749830,0.002977896
067007819201496250,0.002977896
0671440783443332948,0.002977896
0672028454785268231,0.002977896
0672870584213736753,0.002977896
0673187635325417015,0.002977896
0678102787097322550,0.002977896
0678386186658297588,0.002977896
0679581364401887394,0.002977896
0681041298803078881,0.002977896
0681443069710754155,0.002977896
068160658455225512,0.002977896
0682321903904759512,0.002977896
0684790988926228429,0.002977896
0690650684782617991,0.002977896
0693697230916995191,0.002977896
0694188598058257420,0.002977896
069440300922434727,0.002977896
0696669773780769145,0.002977896
